Consulta Dinâmica de Receita 2009
Unidade Gestora;Gestão;Categoria Econômica;Origem;Espécie;Rubrica;Alínea;Subalínea;Exercício;Mês;Receita Prevista;Receita Realizada;Diferença;% Realizado;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"DEDUÇÕES/RESTITUIÇÕES DA RECEITA";"DEDUÇÃO PARA FORMAÇÃO DO FUNDEB";"DEDUÇÃO DA RECEITA CORRENTE PARA FORMAÇÃO DO FUNDEB";"DEDUÇÃO DE TRANSFERÊNCIAS CORRENTES PARA FORMAÇÃO DO FUNDEF";"DEDUÇÃO NA PARTICIPAÇÃO NA RECEITA DA UNIÃO P/ FORMAÇÃO DO FUNDEB";"*DEDUÇÃO DE RECEITA PARA FORMAÇÃO DO FUNDEB - FPE";"2009";;-66.486.682,00;-62.474.162,41;-4.012.519,59;0,00;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"DEDUÇÕES/RESTITUIÇÕES DA RECEITA";"DEDUÇÃO PARA FORMAÇÃO DO FUNDEB";"DEDUÇÃO DA RECEITA CORRENTE PARA FORMAÇÃO DO FUNDEB";"DEDUÇÃO DE TRANSFERÊNCIAS CORRENTES PARA FORMAÇÃO DO FUNDEF";"DEDUÇÃO NA PARTICIPAÇÃO NA RECEITA DA UNIÃO P/ FORMAÇÃO DO FUNDEB";"*DEDUÇÃO DE RECEITA PARA FORMAÇÃO DO FUNDEB - FPM E RED.FINANCEIRO";"2009";;-18.205.637,00;-15.474.001,34;-2.731.635,66;0,00;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"DEDUÇÕES/RESTITUIÇÕES DA RECEITA";"DEDUÇÃO PARA FORMAÇÃO DO FUNDEB";"DEDUÇÃO DA RECEITA CORRENTE PARA FORMAÇÃO DO FUNDEB";"DEDUÇÃO DE TRANSFERÊNCIAS CORRENTES PARA FORMAÇÃO DO FUNDEF";"DEDUÇÃO NA PARTICIPAÇÃO NA RECEITA DA UNIÃO P/ FORMAÇÃO DO FUNDEB";"*DEDUÇÃO DE RECEITA PARA FORMAÇÃO DO FUNDEB - IPI EXPORTAÇÃO";"2009";;-522.600,00;-561.338,61;38.738,61;0,00;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"DEDUÇÕES/RESTITUIÇÕES DA RECEITA";"DEDUÇÃO PARA FORMAÇÃO DO FUNDEB";"DEDUÇÃO DA RECEITA CORRENTE PARA FORMAÇÃO DO FUNDEB";"DEDUÇÃO DE TRANSFERÊNCIAS CORRENTES PARA FORMAÇÃO DO FUNDEF";"DEDUÇÃO NA PARTICIPAÇÃO NA RECEITA DA UNIÃO P/ FORMAÇÃO DO FUNDEB";"*DEDUÇÃO DE RECEITA PARA FORMAÇÃO DO FUNDEB -ITR";"2009";;-202.800,00;-88.648,16;-114.151,84;0,00;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"DEDUÇÕES/RESTITUIÇÕES DA RECEITA";"DEDUÇÃO PARA FORMAÇÃO DO FUNDEB";"DEDUÇÃO DA RECEITA CORRENTE PARA FORMAÇÃO DO FUNDEB";"DEDUÇÃO DE TRANSFERÊNCIAS CORRENTES PARA FORMAÇÃO DO FUNDEF";"DEDUÇÃO NA PARTICIPAÇÃO NA RECEITA DA UNIÃO P/ FORMAÇÃO DO FUNDEB";"*DEDUÇÃO DE RECEITA PARA FORMAÇÃO DO FUNDEB-ICMS-DESONERAÇÃO LC 87/96";"2009";;-3.900.495,00;-3.158.025,00;-742.470,00;0,00;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS  INTRA-ORÇAMENTÁRIAS DE CAPITAL";"TRANSFERÊNCIAS  INTRA-ORÇAMENTÁRIAS DE CAPITAL";"TRANSFERÊNCIA  INTRA-ORÇAMENTÁRIAS DE CONVÊNIO";"TRANSFERÊNCIAS  INTRA-ORÇAMENTÁRIAS DE CONVÊNIOS DO DISTRITO FEDERAL";"OUTRAS TRANSFERÊNCIAS  DE CONVÊNIOS ENTRE ÓRGÃOS DO DISTRITO FEDERAL";"OUTRAS TRANSFERÊNCIAS  DE CONVÊNIOS ENTRE ÓRGÃOS DO DISTRITO FEDERAL";"2009";;3.701.640,00;0,00;3.701.640,00;0,00;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"OUTRAS RECEITAS CORRENTES";"INDENIZAÇÕES E RESTITUIÇÕES";"INDENIZAÇÕES";"INDENIZAÇÕES POR DANOS CAUSADOS AO PATRIMÔNIO PÙBLICO";"INDENIZAÇÕES POR DANOS CAUSADOS AO PATRIMÔNIO PÙBLICO";"2009";;0,00;43.062,50;-43.062,50;0,00;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"OUTRAS RECEITAS CORRENTES";"INDENIZAÇÕES E RESTITUIÇÕES";"INDENIZAÇÕES";"OUTRAS INDENIZAÇÕES";"OUTRAS INDENIZAÇÕES";"2009";;0,00;327.424,73;-327.424,73;0,00;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"OUTRAS RECEITAS CORRENTES";"INDENIZAÇÕES E RESTITUIÇÕES";"RESTITUIÇÕES";"COMPENSAÇÃO PREVIDENCIÁRIA ENTRE REGIME GERAL E OS REGIMES PRÓPRIOS DO";"COMPENSAÇÃO PREVIDENCIÁRIA ENTRE REGIME GERAL E OS REGIMES PRÓPRIOS DO";"2009";;249.177,00;0,00;249.177,00;0,00;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"OUTRAS RECEITAS CORRENTES";"INDENIZAÇÕES E RESTITUIÇÕES";"RESTITUIÇÕES";"OUTRAS RESTITUIÇÕES";"OUTRAS RESTITUIÇÕES";"2009";;313.369,00;3.284.887,30;-2.971.518,30;1.048,25;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"OUTRAS RECEITAS CORRENTES";"INDENIZAÇÕES E RESTITUIÇÕES";"RESTITUIÇÕES";"RESTITUIÇÕES DE CONVÊNIOS";"RESTITUIÇÕES DE CONVÊNIOS";"2009";;0,00;75.960,13;-75.960,13;0,00;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"OUTRAS RECEITAS CORRENTES";"INDENIZAÇÕES E RESTITUIÇÕES";"RESTITUIÇÕES";"RESTITUIÇÕES DE PROVENTOS E SALÁRIOS";"RESTITUIÇÕES DE PROVENTOS E SALÁRIOS";"2009";;0,00;11.932.653,13;-11.932.653,13;0,00;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"OUTRAS RECEITAS CORRENTES";"MULTAS E JUROS DE MORA";"MULTAS DE OUTRAS ORIGENS";"MULTA ARTIGO 15 DE LEI 229/92 - DIPOVA";"MULTAS ARTIGO 15 DA LEI 229/92 - DIPOVA";"2009";;110.000,00;7.436,08;102.563,92;6,76;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"OUTRAS RECEITAS CORRENTES";"MULTAS E JUROS DE MORA";"MULTAS DE OUTRAS ORIGENS";"MULTA POR INFRAÇÃO AO CÓDIGO DO SERVIÇO DE TÁXI";"MULTA POR INFRAÇÃO AO CÓDIGO DO SERVIÇO DE TÁXI";"2009";;0,00;57.087,60;-57.087,60;0,00;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"OUTRAS RECEITAS CORRENTES";"MULTAS E JUROS DE MORA";"MULTAS DE OUTRAS ORIGENS";"MULTAS APLICADAS PELO TRIBUNAL DE CONTAS";"MULTA E JUROS DE ORIGEM ADMINISTRATIVA - TCDF";"2009";;0,00;8.186,96;-8.186,96;0,00;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"OUTRAS RECEITAS CORRENTES";"MULTAS E JUROS DE MORA";"MULTAS DE OUTRAS ORIGENS";"MULTAS DECORRENTES DA OPERAÇÃO DE TRANSPORTE RODOVIÁRIO";"MULTAS DO SISTEMA DE TRANSPORTE COLETIVO DF";"2009";;0,00;267,53;-267,53;0,00;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"OUTRAS RECEITAS CORRENTES";"MULTAS E JUROS DE MORA";"MULTAS DE OUTRAS ORIGENS";"MULTAS E JUROS DE MORA DE PROCESSOS ADMINISTRATIVOS DO PROCON";"ASSUNTOS FINANCEIROS - FDDC";"2009";;0,00;230,29;-230,29;0,00;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"OUTRAS RECEITAS CORRENTES";"MULTAS E JUROS DE MORA";"MULTAS DE OUTRAS ORIGENS";"MULTAS E JUROS DE MORA DE PROCESSOS ADMINISTRATIVOS DO PROCON";"PRODUTO - FDDC";"2009";;0,00;480,26;-480,26;0,00;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"OUTRAS RECEITAS CORRENTES";"MULTAS E JUROS DE MORA";"MULTAS DE OUTRAS ORIGENS";"MULTAS E JUROS DE MORA DO DEPTº DE LICENÇAS E FISCALIZAÇÃO DE OBRAS";"MULTAS E JUROS  DE MORA  DO DEP.DE LIC. E FISC. DE OBRAS SINAL PRECATÓ";"2009";;0,00;20.328,25;-20.328,25;0,00;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"OUTRAS RECEITAS CORRENTES";"MULTAS E JUROS DE MORA";"MULTAS DE OUTRAS ORIGENS";"MULTAS E JUROS PREVISTOS EM CONTRATOS";"MULTA P/ATRASO NA ENTREGA MATERIAL OU SERVIÇO";"2009";;0,00;2.146.377,89;-2.146.377,89;0,00;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"OUTRAS RECEITAS CORRENTES";"MULTAS E JUROS DE MORA";"MULTAS DE OUTRAS ORIGENS";"MULTAS POR AUTO DE INFRAÇÃO";"MULTA E JUROS DE ORIGEM ADMINISTRATIVA-SICON";"2009";;0,00;673,50;-673,50;0,00;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"OUTRAS RECEITAS CORRENTES";"MULTAS E JUROS DE MORA";"MULTAS DE OUTRAS ORIGENS";"MULTAS POR AUTO DE INFRAÇÃO";"MULTA E JUROS DE ORIGEM ADMINISTRATIVA-TCDF";"2009";;0,00;118.802,10;-118.802,10;0,00;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"OUTRAS RECEITAS CORRENTES";"MULTAS E JUROS DE MORA";"MULTAS DE OUTRAS ORIGENS";"OUTRAS MULTAS";"DEMAIS MULTAS";"2009";;0,00;798.908,10;-798.908,10;0,00;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"OUTRAS RECEITAS CORRENTES";"MULTAS E JUROS DE MORA";"MULTAS E JUROS DE MORA DA DÍVIDA ATIVA DE OUTRAS RECEITAS";"MULTAS E JUROS DE MORA E ENCARGOS  DA DÍVIDA ATIVA CIP";"ENCARGOS DA DÍVIDA ATIVA CIP";"2009";;241,00;22.051,19;-21.810,19;9.149,87;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"OUTRAS RECEITAS CORRENTES";"MULTAS E JUROS DE MORA";"MULTAS E JUROS DE MORA DA DÍVIDA ATIVA DE OUTRAS RECEITAS";"MULTAS E JUROS DE MORA E ENCARGOS  DA DÍVIDA ATIVA CIP";"JUROS DE MORA DA DÍVIDA ATIVA CIP";"2009";;389,00;81.985,32;-81.596,32;21.075,92;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"OUTRAS RECEITAS CORRENTES";"MULTAS E JUROS DE MORA";"MULTAS E JUROS DE MORA DA DÍVIDA ATIVA DE OUTRAS RECEITAS";"MULTAS E JUROS DE MORA E ENCARGOS  DA DÍVIDA ATIVA CIP";"MULTAS DA DÍVIDA ATIVA CIP";"2009";;211,00;13.474,10;-13.263,10;6.385,83;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"OUTRAS RECEITAS CORRENTES";"MULTAS E JUROS DE MORA";"MULTAS E JUROS DE MORA DA DÍVIDA ATIVA DE OUTRAS RECEITAS";"MULTAS E JUROS DE MORA E ENCARGOS  DA DÍVIDA ATIVA DO FUNGER";"ENCARGOS DA DÍVIDA ATIVA DO FUNGER";"2009";;0,00;171,07;-171,07;0,00;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"OUTRAS RECEITAS CORRENTES";"MULTAS E JUROS DE MORA";"MULTAS E JUROS DE MORA DA DÍVIDA ATIVA DE OUTRAS RECEITAS";"MULTAS E JUROS DE MORA E ENCARGOS  DA DÍVIDA ATIVA DO FUNGER";"JUROS DE MORA DA DÍVIDA ATIVA DO FUNGER";"2009";;0,00;251,33;-251,33;0,00;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"OUTRAS RECEITAS CORRENTES";"MULTAS E JUROS DE MORA";"MULTAS E JUROS DE MORA DA DÍVIDA ATIVA DE OUTRAS RECEITAS";"MULTAS E JUROS DE MORA E ENCARGOS  DA DÍVIDA ATIVA DO FUNGER";"MULTAS DA DÍVIDA ATIVA DO FUNGER";"2009";;0,00;87,35;-87,35;0,00;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"OUTRAS RECEITAS CORRENTES";"MULTAS E JUROS DE MORA";"MULTAS E JUROS DE MORA DA DÍVIDA ATIVA DE OUTRAS RECEITAS";"MULTAS E JUROS DE MORA E ENCARGOS DA DÍVIDA ATIVA DE OUTRAS RECEITAS";"ENCARGOS  DA DÍVIDA ATIVA DE OUTRAS RECEITAS";"2009";;0,00;89.006,75;-89.006,75;0,00;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"OUTRAS RECEITAS CORRENTES";"MULTAS E JUROS DE MORA";"MULTAS E JUROS DE MORA DA DÍVIDA ATIVA DE OUTRAS RECEITAS";"MULTAS E JUROS DE MORA E ENCARGOS DA DÍVIDA ATIVA DE OUTRAS RECEITAS";"JUROS DE MORA  DA DÍVIDA ATIVA DE OUTRAS RECEITAS";"2009";;0,00;405.447,32;-405.447,32;0,00;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"OUTRAS RECEITAS CORRENTES";"MULTAS E JUROS DE MORA";"MULTAS E JUROS DE MORA DA DÍVIDA ATIVA DE OUTRAS RECEITAS";"MULTAS E JUROS DE MORA E ENCARGOS DA DÍVIDA ATIVA DE OUTRAS RECEITAS";"MULTAS DA DÍVIDA ATIVA DE OUTRAS RECEITAS";"2009";;0,00;6.394,23;-6.394,23;0,00;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"OUTRAS RECEITAS CORRENTES";"MULTAS E JUROS DE MORA";"MULTAS E JUROS DE MORA DA DÍVIDA ATIVA DE OUTRAS RECEITAS";"MULTAS E JUROS DE MORA E ENCARGOS DA DÍVIDA ATIVA DO FDDC";"ENCARGOS DA DÍVIDA ATIVA DO FUNDO DE DIREITO DO CONSUMIDOR";"2009";;0,00;37.354,30;-37.354,30;0,00;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"OUTRAS RECEITAS CORRENTES";"MULTAS E JUROS DE MORA";"MULTAS E JUROS DE MORA DA DÍVIDA ATIVA DE OUTRAS RECEITAS";"MULTAS E JUROS DE MORA E ENCARGOS DA DÍVIDA ATIVA DO FDDC";"JUROS DE MORA DA DÍVIDA ATIVA DO FUNDO DE DIREITO DO CONSUMIDOR";"2009";;0,00;86.495,36;-86.495,36;0,00;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"OUTRAS RECEITAS CORRENTES";"MULTAS E JUROS DE MORA";"MULTAS E JUROS DE MORA DA DÍVIDA ATIVA DOS TRIBUTOS";"MULTAS E JUROS DE MORA  DA DÍVIDA ATIVA DO SIMPLES";"ENCARGOS DA DÍVIDA ATIVA DO SIMPLES";"2009";;0,00;523,96;-523,96;0,00;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"OUTRAS RECEITAS CORRENTES";"MULTAS E JUROS DE MORA";"MULTAS E JUROS DE MORA DA DÍVIDA ATIVA DOS TRIBUTOS";"MULTAS E JUROS DE MORA  DA DÍVIDA ATIVA DO SIMPLES";"JUROS DE MORA DA DÍVIDA ATIVA DO SIMPLES";"2009";;10.617,00;3.008,50;7.608,50;28,34;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"OUTRAS RECEITAS CORRENTES";"MULTAS E JUROS DE MORA";"MULTAS E JUROS DE MORA DA DÍVIDA ATIVA DOS TRIBUTOS";"MULTAS E JUROS DE MORA  DA DÍVIDA ATIVA DO SIMPLES";"MULTAS DA DÍVIDA ATIVA DO SIMPLES";"2009";;52.159,00;529,02;51.629,98;1,01;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"OUTRAS RECEITAS CORRENTES";"MULTAS E JUROS DE MORA";"MULTAS E JUROS DE MORA DA DÍVIDA ATIVA DOS TRIBUTOS";"MULTAS E JUROS DE MORA  E ENCARGOS DA DÍVIDA ATIVA DO IPTU";"ENCARGOS DA DÍVIDA ATIVA DO IPTU";"2009";;1.861.391,00;663.332,43;1.198.058,57;35,64;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"OUTRAS RECEITAS CORRENTES";"MULTAS E JUROS DE MORA";"MULTAS E JUROS DE MORA DA DÍVIDA ATIVA DOS TRIBUTOS";"MULTAS E JUROS DE MORA  E ENCARGOS DA DÍVIDA ATIVA DO IPTU";"JUROS DE MORA DA DÍVIDA ATIVA DO IPTU";"2009";;5.925.372,00;3.679.740,79;2.245.631,21;62,10;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"OUTRAS RECEITAS CORRENTES";"MULTAS E JUROS DE MORA";"MULTAS E JUROS DE MORA DA DÍVIDA ATIVA DOS TRIBUTOS";"MULTAS E JUROS DE MORA  E ENCARGOS DA DÍVIDA ATIVA DO IPTU";"MULTAS  DA DÍVIDA ATIVA DO IPTU";"2009";;1.701.651,00;706.357,19;995.293,81;41,51;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"OUTRAS RECEITAS CORRENTES";"MULTAS E JUROS DE MORA";"MULTAS E JUROS DE MORA DA DÍVIDA ATIVA DOS TRIBUTOS";"MULTAS E JUROS DE MORA  E ENCARGOS DA DÍVIDA ATIVA DO ITCD";"JUROS DE MORA DA DÍVIDA ATIVA DO ITCD";"2009";;156.508,00;36.985,31;119.522,69;23,63;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"OUTRAS RECEITAS CORRENTES";"MULTAS E JUROS DE MORA";"MULTAS E JUROS DE MORA DA DÍVIDA ATIVA DOS TRIBUTOS";"MULTAS E JUROS DE MORA  E ENCARGOS DA DÍVIDA ATIVA DO ITCD";"MULTAS   DA DÍVIDA ATIVA DO ITCD";"2009";;45.936,00;7.823,33;38.112,67;17,03;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"OUTRAS RECEITAS CORRENTES";"MULTAS E JUROS DE MORA";"MULTAS E JUROS DE MORA DA DÍVIDA ATIVA DOS TRIBUTOS";"MULTAS E JUROS DE MORA DA DÍVIDA ATIVA DA VIGILÂNICA SANITÁRIA";"MULTAS DA DIVIDA ATIVA DA TAXA DE FISCALIZAÇÃO E VIGILÂNCIA SANITÁRIA";"2009";;132.526,00;0,00;132.526,00;0,00;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"OUTRAS RECEITAS CORRENTES";"MULTAS E JUROS DE MORA";"MULTAS E JUROS DE MORA DA DÍVIDA ATIVA DOS TRIBUTOS";"MULTAS E JUROS DE MORA E ENCARGOS  DA DÍVIDA ATIVA DA TLP";"ENCARGOS DA DÍVIDA ATIVA DA TLP";"2009";;665.708,00;233.126,18;432.581,82;35,02;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"OUTRAS RECEITAS CORRENTES";"MULTAS E JUROS DE MORA";"MULTAS E JUROS DE MORA DA DÍVIDA ATIVA DOS TRIBUTOS";"MULTAS E JUROS DE MORA E ENCARGOS  DA DÍVIDA ATIVA DA TLP";"JUROS DE MORA DA DÍVIDA ATIVA DA TLP";"2009";;1.908.688,00;1.080.844,61;827.843,39;56,63;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"OUTRAS RECEITAS CORRENTES";"MULTAS E JUROS DE MORA";"MULTAS E JUROS DE MORA DA DÍVIDA ATIVA DOS TRIBUTOS";"MULTAS E JUROS DE MORA E ENCARGOS  DA DÍVIDA ATIVA DA TLP";"MULTAS DA DÍVIDA ATIVA DA TLP";"2009";;569.946,00;218.258,42;351.687,58;38,29;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"OUTRAS RECEITAS CORRENTES";"MULTAS E JUROS DE MORA";"MULTAS E JUROS DE MORA DA DÍVIDA ATIVA DOS TRIBUTOS";"MULTAS E JUROS DE MORA E ENCARGOS  DA DÍVIDA ATIVA DE OUTROS TRIBUTOS";"ENCARGOS  DA DÍVIDA ATIVA DE OUTROS TRIBUTOS";"2009";;316.950,00;212.740,29;104.209,71;67,12;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"OUTRAS RECEITAS CORRENTES";"MULTAS E JUROS DE MORA";"MULTAS E JUROS DE MORA DA DÍVIDA ATIVA DOS TRIBUTOS";"MULTAS E JUROS DE MORA E ENCARGOS  DA DÍVIDA ATIVA DE OUTROS TRIBUTOS";"JUROS DE MORA  DA DÍVIDA ATIVA DE OUTROS TRIBUTOS";"2009";;563.222,00;575.103,69;-11.881,69;102,11;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"OUTRAS RECEITAS CORRENTES";"MULTAS E JUROS DE MORA";"MULTAS E JUROS DE MORA DA DÍVIDA ATIVA DOS TRIBUTOS";"MULTAS E JUROS DE MORA E ENCARGOS  DA DÍVIDA ATIVA DE OUTROS TRIBUTOS";"MULTAS  DA DÍVIDA ATIVA DE OUTROS TRIBUTOS";"2009";;193.487,00;401.391,58;-207.904,58;207,45;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"OUTRAS RECEITAS CORRENTES";"MULTAS E JUROS DE MORA";"MULTAS E JUROS DE MORA DA DÍVIDA ATIVA DOS TRIBUTOS";"MULTAS E JUROS DE MORA E ENCARGOS DA DÍVIDA ATIVA DO ICMS";"JUROS DE MORA  DA DÍVIDA ATIVA DO ICMS";"2009";;1.154.181,00;1.852.499,43;-698.318,43;160,50;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"OUTRAS RECEITAS CORRENTES";"MULTAS E JUROS DE MORA";"MULTAS E JUROS DE MORA DA DÍVIDA ATIVA DOS TRIBUTOS";"MULTAS E JUROS DE MORA E ENCARGOS DA DÍVIDA ATIVA DO ICMS";"MULTAS  DA DÍVIDA ATIVA DO ICMS";"2009";;686.374,00;796.760,67;-110.386,67;116,08;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"OUTRAS RECEITAS CORRENTES";"MULTAS E JUROS DE MORA";"MULTAS E JUROS DE MORA DA DÍVIDA ATIVA DOS TRIBUTOS";"MULTAS E JUROS DE MORA E ENCARGOS DA DÍVIDA ATIVA DO IPVA";"JUROS DE MORA DA DÍVIDA ATIVA DO IPVA";"2009";;5.296.615,00;2.002.728,62;3.293.886,38;37,81;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"OUTRAS RECEITAS CORRENTES";"MULTAS E JUROS DE MORA";"MULTAS E JUROS DE MORA DA DÍVIDA ATIVA DOS TRIBUTOS";"MULTAS E JUROS DE MORA E ENCARGOS DA DÍVIDA ATIVA DO IPVA";"MULTAS  DA DÍVIDA ATIVA DO IPVA";"2009";;1.711.658,00;459.414,76;1.252.243,24;26,84;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"OUTRAS RECEITAS CORRENTES";"MULTAS E JUROS DE MORA";"MULTAS E JUROS DE MORA DA DÍVIDA ATIVA DOS TRIBUTOS";"MULTAS E JUROS DE MORA E ENCARGOS DA DÍVIDA ATIVA DO ISS";"ENCARGOS DA DÍVIDA ATIVA DO ISS";"2009";;191.606,00;553.617,61;-362.011,61;288,94;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"OUTRAS RECEITAS CORRENTES";"MULTAS E JUROS DE MORA";"MULTAS E JUROS DE MORA DA DÍVIDA ATIVA DOS TRIBUTOS";"MULTAS E JUROS DE MORA E ENCARGOS DA DÍVIDA ATIVA DO ISS";"JUROS DE MORA DA DÍVIDA ATIVA DO ISS";"2009";;544.492,00;1.547.847,48;-1.003.355,48;284,27;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"OUTRAS RECEITAS CORRENTES";"MULTAS E JUROS DE MORA";"MULTAS E JUROS DE MORA DA DÍVIDA ATIVA DOS TRIBUTOS";"MULTAS E JUROS DE MORA E ENCARGOS DA DÍVIDA ATIVA DO ISS";"MULTAS  DA DÍVIDA ATIVA DO ISS";"2009";;270.242,00;543.631,96;-273.389,96;201,16;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"OUTRAS RECEITAS CORRENTES";"MULTAS E JUROS DE MORA";"MULTAS E JUROS DE MORA DA DÍVIDA ATIVA DOS TRIBUTOS";"MULTAS E JUROS DE MORA E ENCARGOS DA DÍVIDA ATIVA DO ITBI";"ENCARGOS DA DÍVIDA ATIVA DO ITBI";"2009";;19.260,00;25.735,99;-6.475,99;133,62;
"SECRETARIA DE ESTADO DE FAZENDA DO DF";"TESOURO";"RECEITAS CORRENTES";"OUTRAS RECEITAS CORRENTES";"MULTAS E JUROS DE MORA";"MULTAS E JUROS DE MORA DA DÍVIDA ATIVA DOS TRIBUTOS";"MULTAS E JUROS DE MORA E ENCARGOS DA DÍVIDA ATIVA DO ITBI";"JUROS DE MORA DA DÍVIDA ATIVA DO ITBI";"2009";;73.091,00;96.700,91;-23.609,91;132,30;
